"grantee1","latlong1","grantee2","latlong2","seconds","miles"
"Everett Transit","47.9747952+-122.1934996","Around the Sound LLC","47.2312078+-122.4659419",3965,62.0625546806649
"Everett Transit","47.9747952+-122.1934996","Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059",19319,333.013948540523
"Everett Transit","47.9747952+-122.1934996","Ben Franklin Transit","46.239185+-119.240989",13393,229.024994034837
"Everett Transit","47.9747952+-122.1934996","Catholic Community Services of Snohomish County","47.98164+-122.2032403",264,0.961882605583393
"Everett Transit","47.9747952+-122.1934996","Catholic Community Services of Western Washington (King County)","47.601159+-122.3016677",2223,29.9283434741112
"Everett Transit","47.9747952+-122.1934996","Catholic Community Services of Western Washington (Pierce County)","47.2496766+-122.4463095",3929,61.6145460510618
"Everett Transit","47.9747952+-122.1934996","Catholic Community Services of Western Washington (Thurston County)","47.2496766+-122.4463095",3929,61.6145460510618
"Everett Transit","47.9747952+-122.1934996","Chelan-Douglas PTBA (Link)","47.467059+-120.326368",8545,120.211713592619
"Everett Transit","47.9747952+-122.1934996","City of Ellensburg","46.997139+-120.5429167",7555,129.452745963573
"Everett Transit","47.9747952+-122.1934996","City of Longview","46.1189275+-122.9470869",9437,160.733193151992
"Everett Transit","47.9747952+-122.1934996","City of Pullman","46.7358473+-117.1898316",17656,306.87596933906
"Everett Transit","47.9747952+-122.1934996","City of Yakima","46.6146036+-120.5399701",9343,164.396797701424
"Everett Transit","47.9747952+-122.1934996","Clallam County Public Transportation Benefit Area","48.1101329+-123.4625169",9779,89.5849488984332
"Everett Transit","47.9747952+-122.1934996","Coastal Community Action Program","46.9751055+-123.8181052",8363,137.037202736022
"Everett Transit","47.9747952+-122.1934996","Columbia County Transit Authority","46.3135282+-117.9896769",17307,292.560819812296
"Everett Transit","47.9747952+-122.1934996","Community Action of Skagit County","48.4408499+-122.3360986",2238,35.1491042312893
"Everett Transit","47.9747952+-122.1934996","Community Transit","47.935911+-122.252329",715,8.57678656645192
"Everett Transit","47.9747952+-122.1934996","Council on Aging & Human Services, Inc.","46.8795917+-117.3649728",16568,292.077393024736
"Everett Transit","47.9747952+-122.1934996","Cowlitz Indian Tribe","46.135192+-122.9327984",9281,156.205882645351
"Everett Transit","47.9747952+-122.1934996","ECHHO - Ecumenical Christian Helping Hands Organization","48.1150606+-122.7602944",8063,61.2901902887139
"Everett Transit","47.9747952+-122.1934996","Entiat Valley Community Services (EVCS)","47.6755363+-120.2099281",9613,135.921220074763
"Everett Transit","47.9747952+-122.1934996","Entrust Community Services","46.594791+-120.5223518",9583,165.729017537581
"Everett Transit","47.9747952+-122.1934996","Garfield County Transportation Authority","46.4744087+-117.5982103",17537,297.95245764734
"Everett Transit","47.9747952+-122.1934996","Grant Transit Authority","47.1284982+-119.2769928",11176,199.21471108725
"Everett Transit","47.9747952+-122.1934996","Grays Harbor Transportation Authority","46.9717268+-123.8552435",8638,139.160428099897
"Everett Transit","47.9747952+-122.1934996","Hopelink","47.6101989+-122.1414751",2235,30.833681301201
"Everett Transit","47.9747952+-122.1934996","HopeSource","46.9842027+-120.5386228",7645,131.711430247355
"Everett Transit","47.9747952+-122.1934996","Human Services Council, Inc.","45.6214691+-122.5365338",11468,196.97342519685
"Everett Transit","47.9747952+-122.1934996","Island County Public Transportation Benefit Area Corporation","48.2084833+-122.641684",4667,39.2520182136324
"Everett Transit","47.9747952+-122.1934996","Jamestown S'Klallam Tribe","48.0254542+-122.9962656",7842,65.2029646862324
"Everett Transit","47.9747952+-122.1934996","Jefferson Transit Authority","48.0505321+-122.8185547",7407,55.5120595720989
"Everett Transit","47.9747952+-122.1934996","Kalispel Indian Community of the Kalispel Reservation","48.3454559+-117.2718961",20373,355.86176727909
"Everett Transit","47.9747952+-122.1934996","King County Metro Transit","47.5990865+-122.3313145",2069,29.1597073093136
"Everett Transit","47.9747952+-122.1934996","Kitsap County Public Transportation Benefit Area Authority","47.5632656+-122.6247445",5938,93.4380716614968
"Everett Transit","47.9747952+-122.1934996","Klickitat County Senior Services","45.821592+-120.8236469",13541,233.056450330072
"Everett Transit","47.9747952+-122.1934996","Lewis Public Transportation Benefit Area","46.7146295+-122.952936",6901,112.621043108248
"Everett Transit","47.9747952+-122.1934996","Lower Columbia Community Action Council, Inc.","46.1402368+-122.9326816",9210,155.176270579814
"Everett Transit","47.9747952+-122.1934996","Lower Elwha Klallam Tribe","48.1273148+-123.5426088",10223,94.2203779925237
"Everett Transit","47.9747952+-122.1934996","Lummi Tribe of the Lummi Reservation","48.7920179+-122.6261531",4524,73.1894486200589
"Everett Transit","47.9747952+-122.1934996","Makah Tribal Council","48.3648679+-124.6138052",15527,157.425012924521
"Everett Transit","47.9747952+-122.1934996","Mason County Public Transportation Benefit Area","47.2406378+-123.1010602",6901,112.239521196214
"Everett Transit","47.9747952+-122.1934996","Mid-Columbia Economic Development District (MCEDD)","45.5999847+-121.1787727",15470,264.945841286885
"Everett Transit","47.9747952+-122.1934996","Mt. Si Senior Center","47.4928162+-121.7885425",3267,51.8012308120576
"Everett Transit","47.9747952+-122.1934996","Northshore Senior Center","47.7560448+-122.2026247",1355,19.1239411834884
"Everett Transit","47.9747952+-122.1934996","Okanogan County Transit Authority","48.3626993+-119.5817291",14046,204.706389684244
"Everett Transit","47.9747952+-122.1934996","Okanogan County Transportation & Nutrition","48.3626993+-119.5817291",14046,204.706389684244
"Everett Transit","47.9747952+-122.1934996","Olympic Community Action Programs (OlyCAP)","48.105573+-122.80489",7767,59.1377604788038
"Everett Transit","47.9747952+-122.1934996","Pacific County Public Transportation Benefit Area","46.6849881+-123.7348418",9608,152.401226835282
"Everett Transit","47.9747952+-122.1934996","People For People","46.6040141+-120.5146606",9395,164.169997216257
"Everett Transit","47.9747952+-122.1934996","Pierce County Human Services","47.2499232+-122.4433833",3848,61.431862920544
"Everett Transit","47.9747952+-122.1934996","Pierce Transit","47.1709133+-122.4844693",4215,66.9881641215303
"Everett Transit","47.9747952+-122.1934996","Puget Sound Educational Service District","47.4725062+-122.2346646",2642,39.6341614968583
"Everett Transit","47.9747952+-122.1934996","Rural Resources Community Action","48.5358622+-117.9056307",20756,303.548526604629
"Everett Transit","47.9747952+-122.1934996","San Juan County","48.5353048+-123.0194257",9851,75.7028950926589
"Everett Transit","47.9747952+-122.1934996","Sauk-Suiattle Indian Tribe","48.3200381+-121.5529776",3806,52.5891294838145
"Everett Transit","47.9747952+-122.1934996","Senior Services of Snohomish County","47.8203422+-122.3014052",1087,13.4259673506721
"Everett Transit","47.9747952+-122.1934996","Skagit Transit System","48.4806171+-122.3316855",2370,38.6132486280124
"Everett Transit","47.9747952+-122.1934996","Skamania County Senior Services","45.6923108+-121.8940865",13834,234.118995068798
"Everett Transit","47.9747952+-122.1934996","Snohomish County Workforce Development Council","47.8763418+-122.2452246",740,8.33942277101726
"Everett Transit","47.9747952+-122.1934996","Sound Generations","47.6136836+-122.3444571",2049,28.8185745247753
"Everett Transit","47.9747952+-122.1934996","Special Mobility Services, Inc.","45.5259917+-122.644411",11806,203.334402091784
"Everett Transit","47.9747952+-122.1934996","Spokane Transit Authority","47.6683727+-117.430667",16435,301.127664439672
"Everett Transit","47.9747952+-122.1934996","Spokane Tribe of Indians","47.886156+-117.9894493",18767,276.232427622684
"Everett Transit","47.9747952+-122.1934996","Squaxin Island Tribe","47.1217757+-123.0803069",6288,102.76796011294
"Everett Transit","47.9747952+-122.1934996","The Arc of Tri-Cities","46.2346178+-119.2292752",13407,229.515255905512
"Everett Transit","47.9747952+-122.1934996","Thurston County Public Benefit Transportation Area (Intercity Transit)","47.044311+-122.8574776",5312,86.8273035472839
"Everett Transit","47.9747952+-122.1934996","Thurston Regional Planning Council","47.0278081+-122.9202783",5586,90.8233416845622
"Everett Transit","47.9747952+-122.1934996","Tri County Economic Development District","48.5357394+-117.9070033",20815,303.582702020202
"Everett Transit","47.9747952+-122.1934996","United Way of Pierce County","47.2490399+-122.4371755",3807,61.2988894854052
"Everett Transit","47.9747952+-122.1934996","Valley Transit","46.0593099+-118.362419",16546,282.245436649964
"Everett Transit","47.9747952+-122.1934996","Wahkiakum County Health and Human Services","46.2152416+-123.3875323",11135,180.699713672155
"Everett Transit","47.9747952+-122.1934996","Whatcom Council of Governments","48.749823+-122.4734545",3645,60.8235405233437
"Everett Transit","47.9747952+-122.1934996","White Pass Community Services Coalition  (WPCSC)","46.5577544+-122.2741656",8311,114.352183249821
"Garfield County Transportation Authority","46.4744087+-117.5982103","Around the Sound LLC","47.2312078+-122.4659419",17507,290.843349836952
"Garfield County Transportation Authority","46.4744087+-117.5982103","Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059",1907,28.9987721705241
"Garfield County Transportation Authority","46.4744087+-117.5982103","Ben Franklin Transit","46.239185+-119.240989",6704,103.76774636125
"Garfield County Transportation Authority","46.4744087+-117.5982103","Catholic Community Services of Snohomish County","47.98164+-122.2032403",17771,299.578586057425
"Garfield County Transportation Authority","46.4744087+-117.5982103","Catholic Community Services of Western Washington (King County)","47.601159+-122.3016677",16484,276.205087290225
"Garfield County Transportation Authority","46.4744087+-117.5982103","Catholic Community Services of Western Washington (Pierce County)","47.2496766+-122.4463095",17471,290.395341207349
"Garfield County Transportation Authority","46.4744087+-117.5982103","Catholic Community Services of Western Washington (Thurston County)","47.2496766+-122.4463095",17471,290.395341207349
"Garfield County Transportation Authority","46.4744087+-117.5982103","Chelan-Douglas PTBA (Link)","47.467059+-120.326368",12269,190.626739839338
"Garfield County Transportation Authority","46.4744087+-117.5982103","City of Ellensburg","46.997139+-120.5429167",10812,170.910010538455
"Garfield County Transportation Authority","46.4744087+-117.5982103","City of Longview","46.1189275+-122.9470869",20335,348.443216614969
"Garfield County Transportation Authority","46.4744087+-117.5982103","City of Pullman","46.7358473+-117.1898316",4619,64.3088115406029
"Garfield County Transportation Authority","46.4744087+-117.5982103","City of Yakima","46.6146036+-120.5399701",10800,180.986165791776
"Garfield County Transportation Authority","46.4744087+-117.5982103","Clallam County Public Transportation Benefit Area","48.1101329+-123.4625169",24419,396.355906506005
"Garfield County Transportation Authority","46.4744087+-117.5982103","Coastal Community Action Program","46.9751055+-123.8181052",21905,365.817376521117
"Garfield County Transportation Authority","46.4744087+-117.5982103","Columbia County Transit Authority","46.3135282+-117.9896769",2454,37.1760170603674
"Garfield County Transportation Authority","46.4744087+-117.5982103","Community Action of Skagit County","48.4408499+-122.3360986",19574,333.241991768074
"Garfield County Transportation Authority","46.4744087+-117.5982103","Community Transit","47.935911+-122.252329",17678,298.539653424004
"Garfield County Transportation Authority","46.4744087+-117.5982103","Council on Aging & Human Services, Inc.","46.8795917+-117.3649728",3744,57.0139137437366
"Garfield County Transportation Authority","46.4744087+-117.5982103","Cowlitz Indian Tribe","46.135192+-122.9327984",20260,348.201503221188
"Garfield County Transportation Authority","46.4744087+-117.5982103","ECHHO - Ecumenical Christian Helping Hands Organization","48.1150606+-122.7602944",22703,368.061769267478
"Garfield County Transportation Authority","46.4744087+-117.5982103","Entiat Valley Community Services (EVCS)","47.6755363+-120.2099281",13299,206.018104271057
"Garfield County Transportation Authority","46.4744087+-117.5982103","Entrust Community Services","46.594791+-120.5223518",10852,178.987836037541
"Garfield County Transportation Authority","46.4744087+-117.5982103","Everett Transit","47.9747952+-122.1934996",17667,298.945408812535
"Garfield County Transportation Authority","46.4744087+-117.5982103","Grant Transit Authority","47.1284982+-119.2769928",7985,120.872231169967
"Garfield County Transportation Authority","46.4744087+-117.5982103","Grays Harbor Transportation Authority","46.9717268+-123.8552435",22180,367.941223256184
"Garfield County Transportation Authority","46.4744087+-117.5982103","Hopelink","47.6101989+-122.1414751",16097,269.222739203054
"Garfield County Transportation Authority","46.4744087+-117.5982103","HopeSource","46.9842027+-120.5386228",10679,170.338349041597
"Garfield County Transportation Authority","46.4744087+-117.5982103","Human Services Council, Inc.","45.6214691+-122.5365338",18196,307.694936570429
"Garfield County Transportation Authority","46.4744087+-117.5982103","Island County Public Transportation Benefit Area Corporation","48.2084833+-122.641684",21540,324.663962459238
"Garfield County Transportation Authority","46.4744087+-117.5982103","Jamestown S'Klallam Tribe","48.0254542+-122.9962656",22482,371.974543664996
"Garfield County Transportation Authority","46.4744087+-117.5982103","Jefferson Transit Authority","48.0505321+-122.8185547",22047,362.283638550863
"Garfield County Transportation Authority","46.4744087+-117.5982103","Kalispel Indian Community of the Kalispel Reservation","48.3454559+-117.2718961",11237,169.8337956335
"Garfield County Transportation Authority","46.4744087+-117.5982103","King County Metro Transit","47.5990865+-122.3313145",16483,276.871197208303
"Garfield County Transportation Authority","46.4744087+-117.5982103","Kitsap County Public Transportation Benefit Area Authority","47.5632656+-122.6247445",19480,322.218866817784
"Garfield County Transportation Authority","46.4744087+-117.5982103","Klickitat County Senior Services","45.821592+-120.8236469",12718,208.369994233675
"Garfield County Transportation Authority","46.4744087+-117.5982103","Lewis Public Transportation Benefit Area","46.7146295+-122.952936",20714,328.899228505528
"Garfield County Transportation Authority","46.4744087+-117.5982103","Lower Columbia Community Action Council, Inc.","46.1402368+-122.9326816",20368,348.636463055754
"Garfield County Transportation Authority","46.4744087+-117.5982103","Lower Elwha Klallam Tribe","48.1273148+-123.5426088",24863,400.991956971288
"Garfield County Transportation Authority","46.4744087+-117.5982103","Lummi Tribe of the Lummi Reservation","48.7920179+-122.6261531",21860,371.282336156844
"Garfield County Transportation Authority","46.4744087+-117.5982103","Makah Tribal Council","48.3648679+-124.6138052",30167,464.196591903285
"Garfield County Transportation Authority","46.4744087+-117.5982103","Mason County Public Transportation Benefit Area","47.2406378+-123.1010602",20443,341.020316352501
"Garfield County Transportation Authority","46.4744087+-117.5982103","Mid-Columbia Economic Development District (MCEDD)","45.5999847+-121.1787727",13400,224.762387656088
"Garfield County Transportation Authority","46.4744087+-117.5982103","Mt. Si Senior Center","47.4928162+-121.7885425",14865,248.608128529388
"Garfield County Transportation Authority","46.4744087+-117.5982103","Northshore Senior Center","47.7560448+-122.2026247",16781,282.533752883162
"Garfield County Transportation Authority","46.4744087+-117.5982103","Okanogan County Transit Authority","48.3626993+-119.5817291",14905,233.615063031894
"Garfield County Transportation Authority","46.4744087+-117.5982103","Okanogan County Transportation & Nutrition","48.3626993+-119.5817291",14905,233.615063031894
"Garfield County Transportation Authority","46.4744087+-117.5982103","Olympic Community Action Programs (OlyCAP)","48.105573+-122.80489",22407,365.908718086376
"Garfield County Transportation Authority","46.4744087+-117.5982103","Pacific County Public Transportation Benefit Area","46.6849881+-123.7348418",23150,381.181400620377
"Garfield County Transportation Authority","46.4744087+-117.5982103","People For People","46.6040141+-120.5146606",10694,178.491360454943
"Garfield County Transportation Authority","46.4744087+-117.5982103","Pierce County Human Services","47.2499232+-122.4433833",17390,290.212658076831
"Garfield County Transportation Authority","46.4744087+-117.5982103","Pierce Transit","47.1709133+-122.4844693",17757,295.768959277818
"Garfield County Transportation Authority","46.4744087+-117.5982103","Puget Sound Educational Service District","47.4725062+-122.2346646",16653,278.572511532649
"Garfield County Transportation Authority","46.4744087+-117.5982103","Rural Resources Community Action","48.5358622+-117.9056307",12260,184.616216296827
"Garfield County Transportation Authority","46.4744087+-117.5982103","San Juan County","48.5353048+-123.0194257",27186,373.795782629444
"Garfield County Transportation Authority","46.4744087+-117.5982103","Sauk-Suiattle Indian Tribe","48.3200381+-121.5529776",21142,350.6820170206
"Garfield County Transportation Authority","46.4744087+-117.5982103","Senior Services of Snohomish County","47.8203422+-122.3014052",17302,290.2151435616
"Garfield County Transportation Authority","46.4744087+-117.5982103","Skagit Transit System","48.4806171+-122.3316855",19706,336.706136164798
"Garfield County Transportation Authority","46.4744087+-117.5982103","Skamania County Senior Services","45.6923108+-121.8940865",16127,268.90211166786
"Garfield County Transportation Authority","46.4744087+-117.5982103","Snohomish County Workforce Development Council","47.8763418+-122.2452246",17398,291.31497057186
"Garfield County Transportation Authority","46.4744087+-117.5982103","Sound Generations","47.6136836+-122.3444571",16799,279.879255149924
"Garfield County Transportation Authority","46.4744087+-117.5982103","Special Mobility Services, Inc.","45.5259917+-122.644411",18117,305.88177543148
"Garfield County Transportation Authority","46.4744087+-117.5982103","Spokane Transit Authority","47.6683727+-117.430667",7299,115.099692794083
"Garfield County Transportation Authority","46.4744087+-117.5982103","Spokane Tribe of Indians","47.886156+-117.9894493",10265,154.321263819295
"Garfield County Transportation Authority","46.4744087+-117.5982103","Squaxin Island Tribe","47.1217757+-123.0803069",19830,331.548133898035
"Garfield County Transportation Authority","46.4744087+-117.5982103","The Arc of Tri-Cities","46.2346178+-119.2292752",6626,103.046955778255
"Garfield County Transportation Authority","46.4744087+-117.5982103","Thurston County Public Benefit Transportation Area (Intercity Transit)","47.044311+-122.8574776",18853,315.608098703571
"Garfield County Transportation Authority","46.4744087+-117.5982103","Thurston Regional Planning Council","47.0278081+-122.9202783",19128,319.604136840849
"Garfield County Transportation Authority","46.4744087+-117.5982103","Tri County Economic Development District","48.5357394+-117.9070033",12318,184.651013083592
"Garfield County Transportation Authority","46.4744087+-117.5982103","United Way of Pierce County","47.2490399+-122.4371755",17349,290.079684641692
"Garfield County Transportation Authority","46.4744087+-117.5982103","Valley Transit","46.0593099+-118.362419",4634,68.2545186113099
"Garfield County Transportation Authority","46.4744087+-117.5982103","Wahkiakum County Health and Human Services","46.2152416+-123.3875323",22228,375.180197645749
"Garfield County Transportation Authority","46.4744087+-117.5982103","Whatcom Council of Governments","48.749823+-122.4734545",20981,358.915806688937
"Garfield County Transportation Authority","46.4744087+-117.5982103","White Pass Community Services Coalition  (WPCSC)","46.5577544+-122.2741656",17757,283.926245724966
"Grant Transit Authority","47.1284982+-119.2769928","Around the Sound LLC","47.2312078+-122.4659419",11060,191.237547721308
"Grant Transit Authority","47.1284982+-119.2769928","Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059",9761,157.713950528911
"Grant Transit Authority","47.1284982+-119.2769928","Ben Franklin Transit","46.239185+-119.240989",4979,79.1546120655373
"Grant Transit Authority","47.1284982+-119.2769928","Catholic Community Services of Snohomish County","47.98164+-122.2032403",11325,199.973405312972
"Grant Transit Authority","47.1284982+-119.2769928","Catholic Community Services of Western Washington (King County)","47.601159+-122.3016677",10038,176.599906545773
"Grant Transit Authority","47.1284982+-119.2769928","Catholic Community Services of Western Washington (Pierce County)","47.2496766+-122.4463095",11024,190.790160462897
"Grant Transit Authority","47.1284982+-119.2769928","Catholic Community Services of Western Washington (Thurston County)","47.2496766+-122.4463095",11024,190.790160462897
"Grant Transit Authority","47.1284982+-119.2769928","Chelan-Douglas PTBA (Link)","47.467059+-120.326368",4863,71.9510558339298
"Grant Transit Authority","47.1284982+-119.2769928","City of Ellensburg","46.997139+-120.5429167",4366,71.304829794003
"Grant Transit Authority","47.1284982+-119.2769928","City of Longview","46.1189275+-122.9470869",16532,289.908807563827
"Grant Transit Authority","47.1284982+-119.2769928","City of Pullman","46.7358473+-117.1898316",8097,131.575971327448
"Grant Transit Authority","47.1284982+-119.2769928","City of Yakima","46.6146036+-120.5399701",5875,101.882506164002
"Grant Transit Authority","47.1284982+-119.2769928","Clallam County Public Transportation Benefit Area","48.1101329+-123.4625169",17973,296.750725761553
"Grant Transit Authority","47.1284982+-119.2769928","Coastal Community Action Program","46.9751055+-123.8181052",15459,266.212195776664
"Grant Transit Authority","47.1284982+-119.2769928","Columbia County Transit Authority","46.3135282+-117.9896769",7757,115.468165911079
"Grant Transit Authority","47.1284982+-119.2769928","Community Action of Skagit County","48.4408499+-122.3360986",13127,233.636811023622
"Grant Transit Authority","47.1284982+-119.2769928","Community Transit","47.935911+-122.252329",11232,198.933851308359
"Grant Transit Authority","47.1284982+-119.2769928","Council on Aging & Human Services, Inc.","46.8795917+-117.3649728",7009,116.777395013123
"Grant Transit Authority","47.1284982+-119.2769928","Cowlitz Indian Tribe","46.135192+-122.9327984",16376,285.381497057186
"Grant Transit Authority","47.1284982+-119.2769928","ECHHO - Ecumenical Christian Helping Hands Organization","48.1150606+-122.7602944",16257,268.455967151833
"Grant Transit Authority","47.1284982+-119.2769928","Entiat Valley Community Services (EVCS)","47.6755363+-120.2099281",5892,87.3424202656486
"Grant Transit Authority","47.1284982+-119.2769928","Entrust Community Services","46.594791+-120.5223518",6115,103.214726000159
"Grant Transit Authority","47.1284982+-119.2769928","Everett Transit","47.9747952+-122.1934996",11220,199.340228068082
"Grant Transit Authority","47.1284982+-119.2769928","Garfield County Transportation Authority","46.4744087+-117.5982103",7987,120.860425117315
"Grant Transit Authority","47.1284982+-119.2769928","Grays Harbor Transportation Authority","46.9717268+-123.8552435",15733,268.336042511731
"Grant Transit Authority","47.1284982+-119.2769928","Hopelink","47.6101989+-122.1414751",9650,169.617558458602
"Grant Transit Authority","47.1284982+-119.2769928","HopeSource","46.9842027+-120.5386228",4232,70.7331682971447
"Grant Transit Authority","47.1284982+-119.2769928","Human Services Council, Inc.","45.6214691+-122.5365338",16682,287.045529109998
"Grant Transit Authority","47.1284982+-119.2769928","Island County Public Transportation Benefit Area Corporation","48.2084833+-122.641684",15094,225.058160343593
"Grant Transit Authority","47.1284982+-119.2769928","Jamestown S'Klallam Tribe","48.0254542+-122.9962656",16036,272.369362920544
"Grant Transit Authority","47.1284982+-119.2769928","Jefferson Transit Authority","48.0505321+-122.8185547",15600,262.677836435218
"Grant Transit Authority","47.1284982+-119.2769928","Kalispel Indian Community of the Kalispel Reservation","48.3454559+-117.2718961",9824,159.15491032371
"Grant Transit Authority","47.1284982+-119.2769928","King County Metro Transit","47.5990865+-122.3313145",10037,177.266016463851
"Grant Transit Authority","47.1284982+-119.2769928","Kitsap County Public Transportation Benefit Area Authority","47.5632656+-122.6247445",13034,222.613686073332
"Grant Transit Authority","47.1284982+-119.2769928","Klickitat County Senior Services","45.821592+-120.8236469",10072,170.541537421459
"Grant Transit Authority","47.1284982+-119.2769928","Lewis Public Transportation Benefit Area","46.7146295+-122.952936",13996,241.796657520083
"Grant Transit Authority","47.1284982+-119.2769928","Lower Columbia Community Action Council, Inc.","46.1402368+-122.9326816",16305,284.351263620457
"Grant Transit Authority","47.1284982+-119.2769928","Lower Elwha Klallam Tribe","48.1273148+-123.5426088",18416,301.386154855643
"Grant Transit Authority","47.1284982+-119.2769928","Lummi Tribe of the Lummi Reservation","48.7920179+-122.6261531",15413,271.676534041199
"Grant Transit Authority","47.1284982+-119.2769928","Makah Tribal Council","48.3648679+-124.6138052",23720,364.59078978764
"Grant Transit Authority","47.1284982+-119.2769928","Mason County Public Transportation Benefit Area","47.2406378+-123.1010602",13996,241.415135608049
"Grant Transit Authority","47.1284982+-119.2769928","Mid-Columbia Economic Development District (MCEDD)","45.5999847+-121.1787727",11886,204.11360156685
"Grant Transit Authority","47.1284982+-119.2769928","Mt. Si Senior Center","47.4928162+-121.7885425",8419,149.002326413744
"Grant Transit Authority","47.1284982+-119.2769928","Northshore Senior Center","47.7560448+-122.2026247",10334,182.92857213871
"Grant Transit Authority","47.1284982+-119.2769928","Okanogan County Transit Authority","48.3626993+-119.5817291",7262,113.635120893979
"Grant Transit Authority","47.1284982+-119.2769928","Okanogan County Transportation & Nutrition","48.3626993+-119.5817291",7262,113.635120893979
"Grant Transit Authority","47.1284982+-119.2769928","Olympic Community Action Programs (OlyCAP)","48.105573+-122.80489",15960,266.303537341923
"Grant Transit Authority","47.1284982+-119.2769928","Pacific County Public Transportation Benefit Area","46.6849881+-123.7348418",16704,281.576219875925
"Grant Transit Authority","47.1284982+-119.2769928","People For People","46.6040141+-120.5146606",5927,101.655705678836
"Grant Transit Authority","47.1284982+-119.2769928","Pierce County Human Services","47.2499232+-122.4433833",10944,190.606855961187
"Grant Transit Authority","47.1284982+-119.2769928","Pierce Transit","47.1709133+-122.4844693",11311,196.163157162173
"Grant Transit Authority","47.1284982+-119.2769928","Puget Sound Educational Service District","47.4725062+-122.2346646",10206,178.966709417005
"Grant Transit Authority","47.1284982+-119.2769928","Rural Resources Community Action","48.5358622+-117.9056307",10957,161.405516781993
"Grant Transit Authority","47.1284982+-119.2769928","San Juan County","48.5353048+-123.0194257",20740,274.189980513799
"Grant Transit Authority","47.1284982+-119.2769928","Sauk-Suiattle Indian Tribe","48.3200381+-121.5529776",14696,251.076214904955
"Grant Transit Authority","47.1284982+-119.2769928","Senior Services of Snohomish County","47.8203422+-122.3014052",10856,190.609341445956
"Grant Transit Authority","47.1284982+-119.2769928","Skagit Transit System","48.4806171+-122.3316855",13259,237.100955420345
"Grant Transit Authority","47.1284982+-119.2769928","Skamania County Senior Services","45.6923108+-121.8940865",14613,248.252704207429
"Grant Transit Authority","47.1284982+-119.2769928","Snohomish County Workforce Development Council","47.8763418+-122.2452246",10952,191.709789827408
"Grant Transit Authority","47.1284982+-119.2769928","Sound Generations","47.6136836+-122.3444571",10353,180.274074405472
"Grant Transit Authority","47.1284982+-119.2769928","Special Mobility Services, Inc.","45.5259917+-122.644411",16603,285.232367971049
"Grant Transit Authority","47.1284982+-119.2769928","Spokane Transit Authority","47.6683727+-117.430667",5887,104.420807484292
"Grant Transit Authority","47.1284982+-119.2769928","Spokane Tribe of Indians","47.886156+-117.9894493",7746,111.638655253321
"Grant Transit Authority","47.1284982+-119.2769928","Squaxin Island Tribe","47.1217757+-123.0803069",13383,231.942953153583
"Grant Transit Authority","47.1284982+-119.2769928","The Arc of Tri-Cities","46.2346178+-119.2292752",4901,78.433821482542
"Grant Transit Authority","47.1284982+-119.2769928","Thurston County Public Benefit Transportation Area (Intercity Transit)","47.044311+-122.8574776",12407,216.002917959119
"Grant Transit Authority","47.1284982+-119.2769928","Thurston Regional Planning Council","47.0278081+-122.9202783",12681,219.998334725205
"Grant Transit Authority","47.1284982+-119.2769928","Tri County Economic Development District","48.5357394+-117.9070033",11016,161.440313568758
"Grant Transit Authority","47.1284982+-119.2769928","United Way of Pierce County","47.2490399+-122.4371755",10902,190.47450389724
"Grant Transit Authority","47.1284982+-119.2769928","Valley Transit","46.0593099+-118.362419",7152,115.12951861131
"Grant Transit Authority","47.1284982+-119.2769928","Wahkiakum County Health and Human Services","46.2152416+-123.3875323",18230,309.874706712797
"Grant Transit Authority","47.1284982+-119.2769928","Whatcom Council of Governments","48.749823+-122.4734545",14535,259.310625944484
"Grant Transit Authority","47.1284982+-119.2769928","White Pass Community Services Coalition  (WPCSC)","46.5577544+-122.2741656",12831,204.822586097192
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Around the Sound LLC","47.2312078+-122.4659419",5190,79.0632705002784
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Asotin County Public Transportation Benefit Area","46.4188573+-117.0680059",23871,401.899158911954
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Ben Franklin Transit","46.239185+-119.240989",18174,282.39145888014
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Catholic Community Services of Snohomish County","47.98164+-122.2032403",8904,139.99182275511
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Catholic Community Services of Western Washington (King County)","47.601159+-122.3016677",7313,111.792755308995
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Catholic Community Services of Western Washington (Pierce County)","47.2496766+-122.4463095",5254,79.9176558896047
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Catholic Community Services of Western Washington (Thurston County)","47.2496766+-122.4463095",5254,79.9176558896047
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","Chelan-Douglas PTBA (Link)","47.467059+-120.326368",14609,236.293172870437
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","City of Ellensburg","46.997139+-120.5429167",12107,198.337956335004
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","City of Longview","46.1189275+-122.9470869",6876,103.821805654975
"Grays Harbor Transportation Authority","46.9717268+-123.8552435","City of Pullman","46.7358473+-117.1898316",22208,375.761179710491
