"grantee_origin","lat_origin","long_origin","grantee_destination","lat_destination","long_destination","miles","minutes"
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,236.489526167184,242
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Hopelink",47.6101989,-122.1414751,137.771042114054,140
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"HopeSource",46.9842027,-120.5386228,69.7228187385668,81
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Human Services Council, Inc.",45.6214691,-122.5365338,294.302523264137,289
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,158.959178398155,218
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,240.522846575996,247
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Jefferson Transit Authority",48.0505321,-122.8185547,230.831941461863,240
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,229.004488785493,233
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"King County Metro Transit",47.5990865,-122.3313145,145.419500119303,147
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,190.767169728784,197
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Klickitat County Senior Services",45.821592,-120.8236469,173.84971764893,180
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,209.950141175535,213
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,252.505368647101,251
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,269.540259882287,286
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,191.89371570031,213
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Makah Tribal Council",48.3648679,-124.6138052,332.744894814285,375
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Mason County Public Transportation Benefit Area",47.2406378,-123.1010602,209.568619263501,213
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Mid-Columbia Economic Development District (MCEDD)",45.5999847,-121.1787727,205.739108605742,213
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Mt. Si Senior Center",47.4928162,-121.7885425,117.155810069196,120
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Northshore Senior Center",47.7560448,-122.2026247,151.082055794162,152
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Okanogan County Transit Authority",48.3626993,-119.5817291,85.3111578382248,94
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Okanogan County Transportation & Nutrition",48.3626993,-119.5817291,85.3111578382248,94
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Olympic Community Action Programs (OlyCAP)",48.105573,-122.80489,234.457020997375,246
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Pacific County Public Transportation Benefit Area",46.6849881,-123.7348418,249.729703531377,258
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"People For People",46.6040141,-120.5146606,104.963885906307,111
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Pierce County Human Services",47.2499232,-122.4433833,158.760960987831,162
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Pierce Transit",47.1709133,-122.4844693,164.317262188817,168
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Puget Sound Educational Service District",47.4725062,-122.2346646,147.120814443649,150
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Rural Resources Community Action",48.5358622,-117.9056307,184.152673387417,206
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"San Juan County",48.5353048,-123.0194257,194.40716217291,302
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Sauk-Suiattle Indian Tribe",48.3200381,-121.5529776,171.293396564066,201
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Senior Services of Snohomish County",47.8203422,-122.3014052,158.7634464726,160
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Skagit Transit System",48.4806171,-122.3316855,157.318137079456,177
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Skamania County Senior Services",45.6923108,-121.8940865,240.110877475543,256
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Snohomish County Workforce Development Council",47.8763418,-122.2452246,128.045961584347,153
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Sound Generations",47.6136836,-122.3444571,148.427558060924,152
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Special Mobility Services, Inc.",45.5259917,-122.644411,286.858496381134,291
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Spokane Transit Authority",47.6683727,-117.430667,174.270385946075,167
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Spokane Tribe of Indians",47.886156,-117.9894493,156.837195776664,173
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Squaxin Island Tribe",47.1217757,-123.0803069,200.096436809035,203
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"The Arc of Tri-Cities",46.2346178,-119.2292752,129.287461226438,140
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Thurston County Public Benefit Transportation Area (Intercity Transit)",47.044311,-122.8574776,184.156401614571,186
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Thurston Regional Planning Council",47.0278081,-122.9202783,188.152439751849,191
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Tri County Economic Development District",48.5357394,-117.9070033,184.187470174183,207
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"United Way of Pierce County",47.2490399,-122.4371755,158.627987552692,161
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Valley Transit",46.0593099,-118.362419,185.265549192715,189
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Wahkiakum County Health and Human Services",46.2152416,-123.3875323,278.028190368249,283
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"Whatcom Council of Governments",48.749823,-122.4734545,179.527807603595,199
"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,"White Pass Community Services Coalition  (WPCSC)",46.5577544,-122.2741656,208.130766324664,226
"City of Ellensburg",46.997139,-120.5429167,"Around the Sound LLC",47.2312078,-122.4659419,121.371813608526,123
"City of Ellensburg",46.997139,-120.5429167,"Asotin County Public Transportation Benefit Area",46.4188573,-117.0680059,205.137621291657,208
"City of Ellensburg",46.997139,-120.5429167,"Ben Franklin Transit",46.239185,-119.240989,101.149288157162,110
"City of Ellensburg",46.997139,-120.5429167,"Catholic Community Services of Snohomish County",47.98164,-122.2032403,130.107049828999,128
"City of Ellensburg",46.997139,-120.5429167,"Catholic Community Services of Western Washington (King County)",47.601159,-122.3016677,106.733551061799,106
"City of Ellensburg",46.997139,-120.5429167,"Catholic Community Services of Western Washington (Pierce County)",47.2496766,-122.4463095,120.924426350115,123
"City of Ellensburg",46.997139,-120.5429167,"Catholic Community Services of Western Washington (Thurston County)",47.2496766,-122.4463095,120.924426350115,123
"City of Ellensburg",46.997139,-120.5429167,"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,68.3172771017259,78
"City of Ellensburg",46.997139,-120.5429167,"City of Longview",46.1189275,-122.9470869,220.042452079854,215
"City of Ellensburg",46.997139,-120.5429167,"City of Pullman",46.7358473,-117.1898316,179.000263461386,181
"City of Ellensburg",46.997139,-120.5429167,"City of Yakima",46.6146036,-120.5399701,36.5210918237493,42
"City of Ellensburg",46.997139,-120.5429167,"Clallam County Public Transportation Benefit Area",48.1101329,-123.4625169,226.884991648771,239
"City of Ellensburg",46.997139,-120.5429167,"Coastal Community Action Program",46.9751055,-123.8181052,196.346461663883,197
"City of Ellensburg",46.997139,-120.5429167,"Columbia County Transit Authority",46.3135282,-117.9896769,164.68449256343,175
"City of Ellensburg",46.997139,-120.5429167,"Community Action of Skagit County",48.4408499,-122.3360986,163.770455539648,158
"City of Ellensburg",46.997139,-120.5429167,"Community Transit",47.935911,-122.252329,129.068117195578,126
"City of Ellensburg",46.997139,-120.5429167,"Council on Aging & Human Services, Inc.",46.8795917,-117.3649728,164.201687147061,163
"City of Ellensburg",46.997139,-120.5429167,"Cowlitz Indian Tribe",46.135192,-122.9327984,215.515141573212,212
"City of Ellensburg",46.997139,-120.5429167,"ECHHO - Ecumenical Christian Helping Hands Organization",48.1150606,-122.7602944,198.590233039052,210
"City of Ellensburg",46.997139,-120.5429167,"Entiat Valley Community Services (EVCS)",47.6755363,-120.2099281,84.0267835838702,96
"City of Ellensburg",46.997139,-120.5429167,"Entrust Community Services",46.594791,-120.5223518,37.8533116599061,46
"City of Ellensburg",46.997139,-120.5429167,"Everett Transit",47.9747952,-122.1934996,129.474493955301,126
"City of Ellensburg",46.997139,-120.5429167,"Garfield County Transportation Authority",46.4744087,-117.5982103,170.076751769665,179
"City of Ellensburg",46.997139,-120.5429167,"Grant Transit Authority",47.1284982,-119.2769928,71.3390052095761,73
"City of Ellensburg",46.997139,-120.5429167,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,198.469687027758,201
"City of Ellensburg",46.997139,-120.5429167,"Hopelink",47.6101989,-122.1414751,99.7518243458204,100
"City of Ellensburg",46.997139,-120.5429167,"HopeSource",46.9842027,-120.5386228,1.30860773085183,5
"City of Ellensburg",46.997139,-120.5429167,"Human Services Council, Inc.",45.6214691,-122.5365338,220.002062952358,224
"City of Ellensburg",46.997139,-120.5429167,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,155.192426230812,191
"City of Ellensburg",46.997139,-120.5429167,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,202.50300743657,206
"City of Ellensburg",46.997139,-120.5429167,"Jefferson Transit Authority",48.0505321,-122.8185547,192.812102322437,199
"City of Ellensburg",46.997139,-120.5429167,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,227.986061401416,226
"City of Ellensburg",46.997139,-120.5429167,"King County Metro Transit",47.5990865,-122.3313145,107.40028235107,106
"City of Ellensburg",46.997139,-120.5429167,"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,152.747330589358,156
"City of Ellensburg",46.997139,-120.5429167,"Klickitat County Senior Services",45.821592,-120.8236469,105.180744452398,112
"City of Ellensburg",46.997139,-120.5429167,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,171.930302036109,172
"City of Ellensburg",46.997139,-120.5429167,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,214.485529507675,211
"City of Ellensburg",46.997139,-120.5429167,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,231.520420742862,246
"City of Ellensburg",46.997139,-120.5429167,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,201.810799928418,196
"City of Ellensburg",46.997139,-120.5429167,"Makah Tribal Council",48.3648679,-124.6138052,294.725055674859,334
"City of Ellensburg",46.997139,-120.5429167,"Mason County Public Transportation Benefit Area",47.2406378,-123.1010602,171.548780124075,172
"City of Ellensburg",46.997139,-120.5429167,"Mid-Columbia Economic Development District (MCEDD)",45.5999847,-121.1787727,137.07013540921,144
"City of Ellensburg",46.997139,-120.5429167,"Mt. Si Senior Center",47.4928162,-121.7885425,79.1365923009624,79
"City of Ellensburg",46.997139,-120.5429167,"Northshore Senior Center",47.7560448,-122.2026247,113.062838025929,111
"City of Ellensburg",46.997139,-120.5429167,"Okanogan County Transit Authority",48.3626993,-119.5817291,152.811953193351,169
"City of Ellensburg",46.997139,-120.5429167,"Okanogan County Transportation & Nutrition",48.3626993,-119.5817291,152.811953193351,169
"City of Ellensburg",46.997139,-120.5429167,"Olympic Community Action Programs (OlyCAP)",48.105573,-122.80489,196.437803229142,205
"City of Ellensburg",46.997139,-120.5429167,"Pacific County Public Transportation Benefit Area",46.6849881,-123.7348418,211.710485763143,217
"City of Ellensburg",46.997139,-120.5429167,"People For People",46.6040141,-120.5146606,36.2942913385827,43
"City of Ellensburg",46.997139,-120.5429167,"Pierce County Human Services",47.2499232,-122.4433833,120.741121848405,121
"City of Ellensburg",46.997139,-120.5429167,"Pierce Transit",47.1709133,-122.4844693,126.297423049392,128
"City of Ellensburg",46.997139,-120.5429167,"Puget Sound Educational Service District",47.4725062,-122.2346646,109.100975304223,109
"City of Ellensburg",46.997139,-120.5429167,"Rural Resources Community Action",48.5358622,-117.9056307,213.872857512129,238
"City of Ellensburg",46.997139,-120.5429167,"San Juan County",48.5353048,-123.0194257,204.324246401018,285
"City of Ellensburg",46.997139,-120.5429167,"Sauk-Suiattle Indian Tribe",48.3200381,-121.5529776,181.210480792174,184
"City of Ellensburg",46.997139,-120.5429167,"Senior Services of Snohomish County",47.8203422,-122.3014052,120.743607333174,120
"City of Ellensburg",46.997139,-120.5429167,"Skagit Transit System",48.4806171,-122.3316855,167.235221307564,160
"City of Ellensburg",46.997139,-120.5429167,"Skamania County Senior Services",45.6923108,-121.8940865,171.441282907818,188
"City of Ellensburg",46.997139,-120.5429167,"Snohomish County Workforce Development Council",47.8763418,-122.2452246,121.844055714627,122
"City of Ellensburg",46.997139,-120.5429167,"Sound Generations",47.6136836,-122.3444571,110.408340292691,112
"City of Ellensburg",46.997139,-120.5429167,"Special Mobility Services, Inc.",45.5259917,-122.644411,218.18890181341,223
"City of Ellensburg",46.997139,-120.5429167,"Spokane Transit Authority",47.6683727,-117.430667,173.251958561998,160
"City of Ellensburg",46.997139,-120.5429167,"Spokane Tribe of Indians",47.886156,-117.9894493,186.843210649805,187
"City of Ellensburg",46.997139,-120.5429167,"Squaxin Island Tribe",47.1217757,-123.0803069,162.077219040802,162
"City of Ellensburg",46.997139,-120.5429167,"The Arc of Tri-Cities",46.2346178,-119.2292752,101.639550027837,110
"City of Ellensburg",46.997139,-120.5429167,"Thurston County Public Benefit Transportation Area (Intercity Transit)",47.044311,-122.8574776,146.136562475145,146
"City of Ellensburg",46.997139,-120.5429167,"Thurston Regional Planning Council",47.0278081,-122.9202783,150.132600612423,150
"City of Ellensburg",46.997139,-120.5429167,"Tri County Economic Development District",48.5357394,-117.9070033,213.907654298894,239
"City of Ellensburg",46.997139,-120.5429167,"United Way of Pierce County",47.2490399,-122.4371755,120.608769784459,121
"City of Ellensburg",46.997139,-120.5429167,"Valley Transit",46.0593099,-118.362419,154.369109401098,162
"City of Ellensburg",46.997139,-120.5429167,"Wahkiakum County Health and Human Services",46.2152416,-123.3875323,240.008972600016,243
"City of Ellensburg",46.997139,-120.5429167,"Whatcom Council of Governments",48.749823,-122.4734545,189.444891831703,181
"City of Ellensburg",46.997139,-120.5429167,"White Pass Community Services Coalition  (WPCSC)",46.5577544,-122.2741656,139.461171756939,158
"City of Longview",46.1189275,-122.9470869,"Around the Sound LLC",47.2312078,-122.4659419,100.961634057106,100
"City of Longview",46.1189275,-122.9470869,"Asotin County Public Transportation Benefit Area",46.4188573,-117.0680059,377.275461305973,370
"City of Longview",46.1189275,-122.9470869,"Ben Franklin Transit",46.239185,-119.240989,256.555466078104,241
"City of Longview",46.1189275,-122.9470869,"Catholic Community Services of Snohomish County",47.98164,-122.2032403,161.890186311938,162
"City of Longview",46.1189275,-122.9470869,"Catholic Community Services of Western Washington (King County)",47.601159,-122.3016677,133.691118865824,135
"City of Longview",46.1189275,-122.9470869,"Catholic Community Services of Western Washington (Pierce County)",47.2496766,-122.4463095,101.816640817625,101
"City of Longview",46.1189275,-122.9470869,"Catholic Community Services of Western Washington (Thurston County)",47.2496766,-122.4463095,101.816640817625,101
"City of Longview",46.1189275,-122.9470869,"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,258.192157798457,257
"City of Longview",46.1189275,-122.9470869,"City of Ellensburg",46.997139,-120.5429167,206.149834963811,226
"City of Longview",46.1189275,-122.9470869,"City of Pullman",46.7358473,-117.1898316,389.564940746043,370
"City of Longview",46.1189275,-122.9470869,"City of Yakima",46.6146036,-120.5399701,170.233958681301,190
"City of Longview",46.1189275,-122.9470869,"Clallam County Public Transportation Benefit Area",48.1101329,-123.4625169,191.56314622604,213
"City of Longview",46.1189275,-122.9470869,"Coastal Community Action Program",46.9751055,-123.8181052,102.362204724409,111
"City of Longview",46.1189275,-122.9470869,"Columbia County Transit Authority",46.3135282,-117.9896769,311.338035870516,298
"City of Longview",46.1189275,-122.9470869,"Community Action of Skagit County",48.4408499,-122.3360986,195.553592022588,192
"City of Longview",46.1189275,-122.9470869,"Community Transit",47.935911,-122.252329,160.851253678517,160
"City of Longview",46.1189275,-122.9470869,"Council on Aging & Human Services, Inc.",46.8795917,-117.3649728,374.766364431719,352
"City of Longview",46.1189275,-122.9470869,"Cowlitz Indian Tribe",46.135192,-122.9327984,1.62737115246958,7
"City of Longview",46.1189275,-122.9470869,"ECHHO - Ecumenical Christian Helping Hands Organization",48.1150606,-122.7602944,177.574837946393,186
"City of Longview",46.1189275,-122.9470869,"Entiat Valley Community Services (EVCS)",47.6755363,-120.2099281,273.901042909409,275
"City of Longview",46.1189275,-122.9470869,"Entrust Community Services",46.594791,-120.5223518,172.800843076434,194
"City of Longview",46.1189275,-122.9470869,"Everett Transit",47.9747952,-122.1934996,161.257009067048,160
"City of Longview",46.1189275,-122.9470869,"Garfield County Transportation Authority",46.4744087,-117.5982103,348.276689135449,338
"City of Longview",46.1189275,-122.9470869,"Grant Transit Authority",47.1284982,-119.2769928,270.272235146743,280
"City of Longview",46.1189275,-122.9470869,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,104.486051459477,116
"City of Longview",46.1189275,-122.9470869,"Hopelink",47.6101989,-122.1414751,136.294042790106,138
"City of Longview",46.1189275,-122.9470869,"HopeSource",46.9842027,-120.5386228,205.578173466953,224
"City of Longview",46.1189275,-122.9470869,"Human Services Council, Inc.",45.6214691,-122.5365338,44.1484232084626,49
"City of Longview",46.1189275,-122.9470869,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,188.776917800048,239
"City of Longview",46.1189275,-122.9470869,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,167.181162013839,180
"City of Longview",46.1189275,-122.9470869,"Jefferson Transit Authority",48.0505321,-122.8185547,161.706881810228,174
"City of Longview",46.1189275,-122.9470869,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,446.863442495824,429
"City of Longview",46.1189275,-122.9470869,"King County Metro Transit",47.5990865,-122.3313145,132.624224528752,135
"City of Longview",46.1189275,-122.9470869,"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,131.732556867892,132
"City of Longview",46.1189275,-122.9470869,"Klickitat County Senior Services",45.821592,-120.8236469,156.1779209417,154
"City of Longview",46.1189275,-122.9470869,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,50.2695508231926,53
"City of Longview",46.1189275,-122.9470869,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,1.86846317505766,8
"City of Longview",46.1189275,-122.9470869,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,196.19857532013,220
"City of Longview",46.1189275,-122.9470869,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,233.593315040165,230
"City of Longview",46.1189275,-122.9470869,"Makah Tribal Council",48.3648679,-124.6138052,253.055903523423,296
"City of Longview",46.1189275,-122.9470869,"Mason County Public Transportation Benefit Area",47.2406378,-123.1010602,94.5310635886423,94
"City of Longview",46.1189275,-122.9470869,"Mid-Columbia Economic Development District (MCEDD)",45.5999847,-121.1787727,125.041010498688,120
"City of Longview",46.1189275,-122.9470869,"Mt. Si Senior Center",47.4928162,-121.7885425,142.585426111509,144
"City of Longview",46.1189275,-122.9470869,"Northshore Senior Center",47.7560448,-122.2026247,146.726243736578,147
"City of Longview",46.1189275,-122.9470869,"Okanogan County Transit Authority",48.3626993,-119.5817291,342.68621251889,349
"City of Longview",46.1189275,-122.9470869,"Okanogan County Transportation & Nutrition",48.3626993,-119.5817291,342.68621251889,349
"City of Longview",46.1189275,-122.9470869,"Olympic Community Action Programs (OlyCAP)",48.105573,-122.80489,175.422408136483,181
"City of Longview",46.1189275,-122.9470869,"Pacific County Public Transportation Benefit Area",46.6849881,-123.7348418,91.4552761870675,110
"City of Longview",46.1189275,-122.9470869,"People For People",46.6040141,-120.5146606,172.533032092579,192
"City of Longview",46.1189275,-122.9470869,"Pierce County Human Services",47.2499232,-122.4433833,102.547373339696,101
"City of Longview",46.1189275,-122.9470869,"Pierce Transit",47.1709133,-122.4844693,95.786854768154,94
"City of Longview",46.1189275,-122.9470869,"Puget Sound Educational Service District",47.4725062,-122.2346646,123.646653543307,124
"City of Longview",46.1189275,-122.9470869,"Rural Resources Community Action",48.5358622,-117.9056307,412.806087449296,446
"City of Longview",46.1189275,-122.9470869,"San Juan County",48.5353048,-123.0194257,236.106761512765,319
"City of Longview",46.1189275,-122.9470869,"Sauk-Suiattle Indian Tribe",48.3200381,-121.5529776,212.992995903921,218
"City of Longview",46.1189275,-122.9470869,"Senior Services of Snohomish County",47.8203422,-122.3014052,149.044579654816,151
"City of Longview",46.1189275,-122.9470869,"Skagit Transit System",48.4806171,-122.3316855,199.017736419311,194
"City of Longview",46.1189275,-122.9470869,"Skamania County Senior Services",45.6923108,-121.8940865,81.2939930804104,88
"City of Longview",46.1189275,-122.9470869,"Snohomish County Workforce Development Council",47.8763418,-122.2452246,153.626570826374,156
"City of Longview",46.1189275,-122.9470869,"Sound Generations",47.6136836,-122.3444571,135.895743855882,138
"City of Longview",46.1189275,-122.9470869,"Special Mobility Services, Inc.",45.5259917,-122.644411,50.5094001033962,55
"City of Longview",46.1189275,-122.9470869,"Spokane Transit Authority",47.6683727,-117.430667,392.129339656407,363
"City of Longview",46.1189275,-122.9470869,"Spokane Tribe of Indians",47.886156,-117.9894493,405.720591744214,390
"City of Longview",46.1189275,-122.9470869,"Squaxin Island Tribe",47.1217757,-123.0803069,85.0588811341764,84
"City of Longview",46.1189275,-122.9470869,"The Arc of Tri-Cities",46.2346178,-119.2292752,257.045106577587,241
"City of Longview",46.1189275,-122.9470869,"Thurston County Public Benefit Transportation Area (Intercity Transit)",47.044311,-122.8574776,75.6277091783981,74
"City of Longview",46.1189275,-122.9470869,"Thurston Regional Planning Council",47.0278081,-122.9202783,73.1148840769904,72
"City of Longview",46.1189275,-122.9470869,"Tri County Economic Development District",48.5357394,-117.9070033,412.840884236061,447
"City of Longview",46.1189275,-122.9470869,"United Way of Pierce County",47.2490399,-122.4371755,102.414399904557,100
"City of Longview",46.1189275,-122.9470869,"Valley Transit",46.0593099,-118.362419,282.021121649567,268
"City of Longview",46.1189275,-122.9470869,"Wahkiakum County Health and Human Services",46.2152416,-123.3875323,26.9047512526843,33
"City of Longview",46.1189275,-122.9470869,"Whatcom Council of Governments",48.749823,-122.4734545,221.22740694345,215
"City of Longview",46.1189275,-122.9470869,"White Pass Community Services Coalition  (WPCSC)",46.5577544,-122.2741656,67.306927543148,72
"City of Pullman",46.7358473,-117.1898316,"Around the Sound LLC",47.2312078,-122.4659419,299.708452636602,295
"City of Pullman",46.7358473,-117.1898316,"Asotin County Public Transportation Benefit Area",46.4188573,-117.0680059,35.4361777221029,45
"City of Pullman",46.7358473,-117.1898316,"Ben Franklin Transit",46.239185,-119.240989,141.465093851905,141
"City of Pullman",46.7358473,-117.1898316,"Catholic Community Services of Snohomish County",47.98164,-122.2032403,308.444310228267,299
"City of Pullman",46.7358473,-117.1898316,"Catholic Community Services of Western Washington (King County)",47.601159,-122.3016677,285.070811461067,278
"City of Pullman",46.7358473,-117.1898316,"Catholic Community Services of Western Washington (Pierce County)",47.2496766,-122.4463095,299.261065378191,294
"City of Pullman",46.7358473,-117.1898316,"Catholic Community Services of Western Washington (Thurston County)",47.2496766,-122.4463095,299.261065378191,294
"City of Pullman",46.7358473,-117.1898316,"Chelan-Douglas PTBA (Link)",47.467059,-120.326368,201.135990813648,207
"City of Pullman",46.7358473,-117.1898316,"City of Ellensburg",46.997139,-120.5429167,179.775734709298,183
"City of Pullman",46.7358473,-117.1898316,"City of Longview",46.1189275,-122.9470869,390.104290940905,371
"City of Pullman",46.7358473,-117.1898316,"City of Yakima",46.6146036,-120.5399701,192.94072615923,198
"City of Pullman",46.7358473,-117.1898316,"Clallam County Public Transportation Benefit Area",48.1101329,-123.4625169,405.221630676847,410
"City of Pullman",46.7358473,-117.1898316,"Coastal Community Action Program",46.9751055,-123.8181052,374.683100691959,368
"City of Pullman",46.7358473,-117.1898316,"Columbia County Transit Authority",46.3135282,-117.9896769,83.486812017816,94
"City of Pullman",46.7358473,-117.1898316,"Community Action of Skagit County",48.4408499,-122.3360986,342.107715938917,329
"City of Pullman",46.7358473,-117.1898316,"Community Transit",47.935911,-122.252329,307.405377594846,298
"City of Pullman",46.7358473,-117.1898316,"Council on Aging & Human Services, Inc.",46.8795917,-117.3649728,15.9816670643442,20
"City of Pullman",46.7358473,-117.1898316,"Cowlitz Indian Tribe",46.135192,-122.9327984,389.862577547125,370
"City of Pullman",46.7358473,-117.1898316,"ECHHO - Ecumenical Christian Helping Hands Organization",48.1150606,-122.7602944,376.926872067128,381
"City of Pullman",46.7358473,-117.1898316,"Entiat Valley Community Services (EVCS)",47.6755363,-120.2099281,216.527355245367,224
"City of Pullman",46.7358473,-117.1898316,"Entrust Community Services",46.594791,-120.5223518,190.250810268035,200
"City of Pullman",46.7358473,-117.1898316,"Everett Transit",47.9747952,-122.1934996,307.811132983377,297
"City of Pullman",46.7358473,-117.1898316,"Garfield County Transportation Authority",46.4744087,-117.5982103,64.288306291259,77
"City of Pullman",46.7358473,-117.1898316,"Grant Transit Authority",47.1284982,-119.2769928,131.381482144277,136
"City of Pullman",46.7358473,-117.1898316,"Grays Harbor Transportation Authority",46.9717268,-123.8552435,376.806947427026,373
"City of Pullman",46.7358473,-117.1898316,"Hopelink",47.6101989,-122.1414751,278.088463373896,271
"City of Pullman",46.7358473,-117.1898316,"HopeSource",46.9842027,-120.5386228,179.204073212439,181
"City of Pullman",46.7358473,-117.1898316,"Human Services Council, Inc.",45.6214691,-122.5365338,349.356010896365,336
"City of Pullman",46.7358473,-117.1898316,"Island County Public Transportation Benefit Area Corporation",48.2084833,-122.641684,333.529065258888,362
"City of Pullman",46.7358473,-117.1898316,"Jamestown S'Klallam Tribe",48.0254542,-122.9962656,380.840267835839,378
"City of Pullman",46.7358473,-117.1898316,"Jefferson Transit Authority",48.0505321,-122.8185547,371.148741350513,370
"City of Pullman",46.7358473,-117.1898316,"Kalispel Indian Community of the Kalispel Reservation",48.3454559,-117.2718961,130.286004732363,149
"City of Pullman",46.7358473,-117.1898316,"King County Metro Transit",47.5990865,-122.3313145,285.736921379146,278
"City of Pullman",46.7358473,-117.1898316,"Kitsap County Public Transportation Benefit Area Authority",47.5632656,-122.6247445,331.084590988626,328
"City of Pullman",46.7358473,-117.1898316,"Klickitat County Senior Services",45.821592,-120.8236469,246.06734172433,241
"City of Pullman",46.7358473,-117.1898316,"Lewis Public Transportation Benefit Area",46.7146295,-122.952936,350.267562435377,344
"City of Pullman",46.7358473,-117.1898316,"Lower Columbia Community Action Council, Inc.",46.1402368,-122.9326816,390.297537381691,372
"City of Pullman",46.7358473,-117.1898316,"Lower Elwha Klallam Tribe",48.1273148,-123.5426088,409.857059770938,417
"City of Pullman",46.7358473,-117.1898316,"Lummi Tribe of the Lummi Reservation",48.7920179,-122.6261531,380.147438956494,367
